Title	Postmark Date	Physical Description	Description/Notes	Geographic Location	Subjects	Publication Information	Digital Collection	Repository	Repository collection guide	Call Number/Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Reproduction Information	Item URL	Collection URL	Biographical note	Summary	Language	Type	Repository collection	Item number	Format	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Hardware/Software (Archival)	Digitized By	Digitized Date	Transcription	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/849	849	850.jp2	/p16313coll10/image/850.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/850	850	851.jp2	/p16313coll10/image/851.jp2
Hotel Donaldson, Donaldsonville, La	1914?	Postcard : color ; 3 x 5 in.		Donaldsonville, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/851	851	852.cpd	/p16313coll10/image/852.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/852	852	853.jp2	/p16313coll10/image/853.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/853	853	854.jp2	/p16313coll10/image/854.jp2
Hotel Southern	1907? - 1918?	Postcard : b&w ; 3 x 5 in.		Covington, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/854	854	855.cpd	/p16313coll10/image/855.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/855	855	856.jp2	/p16313coll10/image/856.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/856	856	857.jp2	/p16313coll10/image/857.jp2
Hotel Youree, Shreveport, La. 1	1917	Postcard : color ; 3 x 5 in.	Caption on front: 'The Pride of the Southwest.'	Shreveport, La.	Picture postcards.; Photographic prints.	C.T. Photochrom', Curt Teich Co., Chicago; Published by Hirsch & Leman Co., Shreveport, La. Made in U.S.A.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/857	857	858.cpd	/p16313coll10/image/858.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/858	858	859.jp2	/p16313coll10/image/859.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/859	859	860.jp2	/p16313coll10/image/860.jp2
Hotel Youree, Shreveport, La. 2	1913? - 1917?	Postcard : color ; 3 x 5 in.	Caption on front: 'The Pride of the Southwest.'	Shreveport, La.	Picture postcards.; Photographic prints.	C.T. Photochrom', Curt Teich Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/860	860	861.cpd	/p16313coll10/image/861.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/861	861	862.jp2	/p16313coll10/image/862.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/862	862	863.jp2	/p16313coll10/image/863.jp2
Hotel, Fisher, La	1907? - 1930?	Postcard : color ; 3 x 5 in.		Fisher, La.	Picture postcards.; Photographic prints.	A.M. Simon, New York; Published by Louisiana Long Leaf Lumber Company.; Made in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/863	863	864.cpd	/p16313coll10/image/864.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/864	864	865.jp2	/p16313coll10/image/865.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/865	865	866.jp2	/p16313coll10/image/866.jp2
I.C. Depot, Hammond, La	1913	Postcard : b&w ; 3 x 5 in.		Hammond, La.	Picture postcards.; Photographic prints.	Published by Carter & Birdsong, Hammond, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/866	866	867.cpd	/p16313coll10/image/867.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/867	867	868.jp2	/p16313coll10/image/868.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/868	868	869.jp2	/p16313coll10/image/869.jp2
I.C. Depot, Park, and Lunch Stand at Hammond, La. 1	1906	Postcard : b&w ; 3 x 5 in.		Hammond, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/869	869	870.cpd	/p16313coll10/image/870.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/870	870	871.jp2	/p16313coll10/image/871.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/871	871	872.jp2	/p16313coll10/image/872.jp2
I.C. Depot, Park, and Lunch Stand at Hammond, La. 2	1906	Postcard : b&w ; 3 x 5 in.		Hammond, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/872	872	873.cpd	/p16313coll10/image/873.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/873	873	874.jp2	/p16313coll10/image/874.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/874	874	875.jp2	/p16313coll10/image/875.jp2
Iberville Courthouse, Plaquemine, La. 1	1908?	Postcard : b&w ; 3 x 5 in.		Plaquemine, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/875	875	876.cpd	/p16313coll10/image/876.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/876	876	877.jp2	/p16313coll10/image/877.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/877	877	878.jp2	/p16313coll10/image/878.jp2
Iberville Courthouse, Plaquemine, La. 2	1908	Postcard : b&w ; 3 x 5 in.		Plaquemine, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/878	878	879.cpd	/p16313coll10/image/879.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/879	879	880.jp2	/p16313coll10/image/880.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/880	880	881.jp2	/p16313coll10/image/881.jp2
Iberville Parish Bridge, Plaquemine, La	1914?	Postcard : color ; 3 x 5 in.		Plaquemine, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/881	881	882.cpd	/p16313coll10/image/882.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/882	882	883.jp2	/p16313coll10/image/883.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/883	883	884.jp2	/p16313coll10/image/884.jp2
Interior of Catholic Church, Donaldsonville, La	1907? - 1918?	Postcard : color ; 3 x 5 in.		Donaldsonville, La.	Picture postcards.; Photographic prints.	Samuel Langdorf & Co., New York; Published by Trepagnier & Oschwald, Donaldsonville, La.; Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/884	884	885.cpd	/p16313coll10/image/885.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/885	885	886.jp2	/p16313coll10/image/886.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/886	886	887.jp2	/p16313coll10/image/887.jp2
Interior of St. Francis Xavier Church, Alexandria, La. 1	1906?-1921?	Postcard : color ; 3 x 5 in.		Alexandria, La.	Picture postcards.; Photographic prints.	Made in U.S.A. By Curt Teich & Co., Chicago, Ill.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/887	887	888.cpd	/p16313coll10/image/888.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/888	888	889.jp2	/p16313coll10/image/889.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/889	889	890.jp2	/p16313coll10/image/890.jp2
Interior of St. Francis Xavier Church, Alexandria, La. 2	1912	Postcard : color ; 3 x 5 in.		Alexandria, La.	Picture postcards.; Photographic prints.	Published By S.H. Kress & Co. Made in U.S.A.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/890	890	891.cpd	/p16313coll10/image/891.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/891	891	892.jp2	/p16313coll10/image/892.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/892	892	893.jp2	/p16313coll10/image/893.jp2
Interior of St. Marys Assumption Church	1907? - 1914?	Postcard : color ; 3 x 5 in.		New Orleans, La.	Picture postcards.; Photographic prints.	Published by L. Dutrey, New Orleans, La.; Made in Germany	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/893	893	894.cpd	/p16313coll10/image/894.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/894	894	895.jp2	/p16313coll10/image/895.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/895	895	896.jp2	/p16313coll10/image/896.jp2
Interior of St. Peters Catholic Church, Covington, La	1907	Postcard : b&w ; 3 x 5 in.		Covington, La.	Picture postcards.; Photographic prints.	Issued by C.C. Korfield.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/896	896	897.cpd	/p16313coll10/image/897.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/897	897	898.jp2	/p16313coll10/image/898.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/898	898	899.jp2	/p16313coll10/image/899.jp2
Interior, The Mission Confectionery, Plaquemine, La	1918?	Postcard : b&w ; 3 x 5 in.		Plaquemine, La.	Picture postcards.; Photographic prints.	Curt Teich Co., Chicago; Published by The Mission Confectionery, Plaquemine, La.; Made in U.S.A.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/899	899	900.cpd	/p16313coll10/image/900.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/900	900	901.jp2	/p16313coll10/image/901.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/901	901	902.jp2	/p16313coll10/image/902.jp2
Invitation to Retreat at St. Charles College, Grand Coteau, La	1910	Postcard : b&w ; 3 x 5 in.	On front: 'A.M.D.G.; Come into the land which I shall show thee; Please Answer; Dear Sir: You are cordially invited to attend the Exercises of the Retreat for Laymen to be given at St. Charles College, Grand Coteau, La., beginning on the night of Aug 11/10 and ending on the morning of Aug 15/10. Respectfully yours,"	Grand Coteau, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/902	902	903.cpd	/p16313coll10/image/903.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/903	903	904.jp2	/p16313coll10/image/904.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/904	904	905.jp2	/p16313coll10/image/905.jp2
Jeanerette Club House	1906	Postcard : color ; 3 x 5 in.		Jeanerette, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/905	905	906.cpd	/p16313coll10/image/906.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/906	906	907.jp2	/p16313coll10/image/907.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/907	907	908.jp2	/p16313coll10/image/908.jp2
Jeanerette Post Office	1906	Postcard : b&w ; 3 x 5 in.		Jeanerette, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/908	908	909.cpd	/p16313coll10/image/909.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/909	909	910.jp2	/p16313coll10/image/910.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/910	910	911.jp2	/p16313coll10/image/911.jp2
Jefferson Avenue, Covington, La	1901? - 1907?	Postcard : b&w ; 3 x 5 in.		Covington, La.	Picture postcards.; Photographic prints.	Issued By Trouilly & Oplatek	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/911	911	912.cpd	/p16313coll10/image/912.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/912	912	913.jp2	/p16313coll10/image/913.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/913	913	914.jp2	/p16313coll10/image/914.jp2
Jefferson College, Convent, La	1906	Postcard : b&w ; 3 x 5 in.		Convent, La.	Picture postcards.; Photographic prints.	Albertype Co., Brooklyn, NY.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/914	914	915.cpd	/p16313coll10/image/915.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/915	915	916.jp2	/p16313coll10/image/916.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/916	916	917.jp2	/p16313coll10/image/917.jp2
