Title	Compound	Photographer	Date	Dates	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Size	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Physical Description	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
State House, Baton Rouge, La. [r] Burned Dec 30th 1862 [v]	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Architecture, Gothic--Louisiana--Baton Rouge--Photographs;Louisiana--Capital and capitol--Photographs	The State Capital building was used both to quarter soldiers and to hold confederate prisoners. Fire broke out in the building in the night and by daylight the landmark was a gutted ruin. It was rebuilt in the early 1880s. [East, "Civil War Album," text, p. 44; image, p. 45.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1571 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940005r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/10	10	11.jpg	/LSU_GSC/image/11.jpg
State House, Baton Rouge, La. [r] Burned Dec 30th 1862 [v]	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Architecture, Gothic--Louisiana--Baton Rouge--Photographs;Louisiana--Capital and capitol--Photographs	The State Capital building was used both to quarter soldiers and to hold confederate prisoners. Fire broke out in the building in the night and by daylight the landmark was a gutted ruin. It was rebuilt in the early 1880s. [East, "Civil War Album," text, p. 44; image, p. 45.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1586 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940005v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/11	11	12.jpg	/LSU_GSC/image/12.jpg
Frontview State Penitentiary In foreground tents of Battery L 1st Artillery.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Florida Street (Baton Rouge, La.)--Photographs;Military camps--Louisiana--Baton Rouge--Photographs;Prisons--Louisiana--Baton Rouge--Photographs	The building covered the entire block between Florida and Laurel, bounded on the west by st. Anthony (now North Seventh.) [East, "Civil War Album," text, p. 76; image, p. 77.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1561	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940006r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/12	12	13.jpg	/LSU_GSC/image/13.jpg
Frontview State Penitentiary In foreground tents of Battery L 1st Artillery.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Florida Street (Baton Rouge, La.)--Photographs;Military camps--Louisiana--Baton Rouge--Photographs;Prisons--Louisiana--Baton Rouge--Photographs	The building covered the entire block between Florida and Laurel, bounded on the west by st. Anthony (now North Seventh.) [East, "Civil War Album," text, p. 76; image, p. 77.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1571 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940006v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/13	13	14.jpg	/LSU_GSC/image/14.jpg
Methodist Church Baton Rouge La, 1863 Where the concerts were held I wrote about.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	1863		United States--History--Civil War, 1861-1865--Photographs;Church Street (Baton Rouge, La.)--Photographs;Baton Rouge (La.)--Photographs;Methodist church buildings--Louisiana--Baton Rouge--Photographs;Bird's-eye views--Photographs	The church with the steeple is the Methodist Church. The building next to it is the Washington Fire Company, originally the City Hall. [East, "Civil War Album," text, p. 33; image, p. 32.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1580 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940007r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/14	14	15.jpg	/LSU_GSC/image/15.jpg
Methodist Church Baton Rouge La, 1863 Where the concerts were held I wrote about.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	1863		United States--History--Civil War, 1861-1865--Photographs;Church Street (Baton Rouge, La.)--Photographs;Baton Rouge (La.)--Photographs;Methodist church buildings--Louisiana--Baton Rouge--Photographs;Bird's-eye views--Photographs	The church with the steeple is the Methodist Church. The building next to it is the Washington Fire Company, originally the City Hall. [East, "Civil War Album," text, p. 33; image, p. 32.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1575 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940007v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/15	15	16.jpg	/LSU_GSC/image/16.jpg
Provost Marshal's office. Baton Rouge La.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Florida Street (Baton Rouge, La.)--Photographs;Pike's Row (Baton Rouge, La.)--Photographs	In 1863 the Provost Marshal's office was in Pike's Row, which extended east on Florida street along its north side from the corner of Third. [East, "Civil War Album," text, p. 57; image, p. 56.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1567	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940008r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/16	16	17.jpg	/LSU_GSC/image/17.jpg
Provost Marshal's office. Baton Rouge La.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Florida Street (Baton Rouge, La.)--Photographs;Pike's Row (Baton Rouge, La.)--Photographs	In 1863 the Provost Marshal's office was in Pike's Row, which extended east on Florida street along its north side from the corner of Third. [East, "Civil War Album," text, p. 57; image, p. 56.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1564 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940008v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/17	17	18.jpg	/LSU_GSC/image/18.jpg
Contraband Camp, formerly used as a Female Seminary.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Refugee camps--Louisiana--Baton Rouge--Photographs;Baton Rouge (La.)--History--Civil War, 1861-1865--African Americans--Photographs.	The former slaves were housed and fed in the camps, and frequently given schooling in 1863. [East, "Civil War Album," text, p. 66; image, p. 67.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1563	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940009r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/18	18	19.jpg	/LSU_GSC/image/19.jpg
Contraband Camp, formerly used as a Female Seminary.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Refugee camps--Louisiana--Baton Rouge--Photographs;Baton Rouge (La.)--History--Civil War, 1861-1865--African Americans--Photographs.	The former slaves were housed and fed in the camps, and frequently given schooling in 1863. [East, "Civil War Album," text, p. 66; image, p. 67.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1569 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940009v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/19	19	20.jpg	/LSU_GSC/image/20.jpg
General Augur's Headquarter, Spring 1863. Baton Rouge La.	Yes	McPherson & Oliver, Baton Rouge	1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;United States. Army--Headquarters--Photographs;McPherson & Oliver, photographers;McPherson, William D. (Photographer)	[East, "Civil War Album," image, p. 58.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1613	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940010r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/20	20	21.jpg	/LSU_GSC/image/21.jpg
General Augur's Headquarter, Spring 1863. Baton Rouge La.	Yes	McPherson & Oliver, Baton Rouge	1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;United States. Army--Headquarters--Photographs;McPherson & Oliver, photographers;McPherson, William D. (Photographer)	[East, "Civil War Album," image, p. 58.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1603 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940010v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/21	21	22.jpg	/LSU_GSC/image/22.jpg
Camp, 3rd brigade, Augur Div 19th Army corps. . .	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Baton Rouge--Photographs;Bird's-eye views--Photographs	Inscription continues: . . . In background camp of 174th NYSV. In center camps of 2nd La & 30th Mass. In foreground battery C. 5th Regimental artillery. The picture . . . was made in the spring of 1863 . . . taken from an upper story of the Heroman Building at the northwest corner of Florida and Church. [East, "Civil War Album," text, p. 31; image, p. 31.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1561	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940011r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/22	22	23.jpg	/LSU_GSC/image/23.jpg
Camp, 3rd brigade, Augur Div 19th Army corps. . .	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Baton Rouge--Photographs;Bird's-eye views--Photographs	Inscription continues: . . . In background camp of 174th NYSV. In center camps of 2nd La & 30th Mass. In foreground battery C. 5th Regimental artillery. The picture . . . was made in the spring of 1863 . . . taken from an upper story of the Heroman Building at the northwest corner of Florida and Church. [East, "Civil War Album," text, p. 31; image, p. 31.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1558 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940011v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/23	23	24.jpg	/LSU_GSC/image/24.jpg
Waterfront of Baton Rouge La. Steamer Empire Parrish Headquarters General Banks March 9th 1863.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	March 9, 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;United States. Army--Headquarters--Photographs	[East, "Civil War Album," image, p. 54.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1552	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940012r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/24	24	25.jpg	/LSU_GSC/image/25.jpg
Waterfront of Baton Rouge La. Steamer Empire Parrish Headquarters General Banks March 9th 1863.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	March 9, 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;United States. Army--Headquarters--Photographs	[East, "Civil War Album," image, p. 54.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1576 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940012v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/25	25	26.jpg	/LSU_GSC/image/26.jpg
Coal Heavers of the Essex--resting.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;United States. Navy. Gulf Coast Blockading Squadron--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;Sailors--United States--Photographs	The Union fleet off the coaling yard at Baton Rouge in the summer of 1862. Farragut needed the coal he found here to keep his larger vessels operating. [East, "Civil War Album," text, p. 22; image, p. 23.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1562	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940013br	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/26	26	27.jpg	/LSU_GSC/image/27.jpg
Coal Heavers of the Essex--resting.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;United States. Navy. Gulf Coast Blockading Squadron--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;Sailors--United States--Photographs	The Union fleet off the coaling yard at Baton Rouge in the summer of 1862. Farragut needed the coal he found here to keep his larger vessels operating. [East, "Civil War Album," text, p. 22; image, p. 23.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1582 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940013bv	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/27	27	28.jpg	/LSU_GSC/image/28.jpg
