Hidden Title	Title	Photographer	Date	Compound	Description	Subjects	Notes	Original Format/Size	Digital Collection	Digital Format	Collection Source	Repository Collection Guide	Repository	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
	019 - City Hall, St Charles Street from Girot.	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	City Hall, now called Gallier Hall (545 St Charles Street). Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410019r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/46	46	47.jpg	/LSU_MDP/image/47.jpg
	019 - City Hall, St Charles Street from Girot.	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	City Hall, now called Gallier Hall (545 St Charles Street). Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410019v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/47	47	48.jpg	/LSU_MDP/image/48.jpg
	020 - St Charles Street from Canal	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Statues--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer; W.D. McPherson (Studio : New Orleans, La.);	Signs for L.T. Prince, Photographer (112 Canal) and Union Insurance Company (112 Canal) are visible. The Henry Clay statue stands in the left foreground.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410020r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/48	48	49.jpg	/LSU_MDP/image/49.jpg
	020 - St Charles Street from Canal	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Statues--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;W.D. McPherson (Studio : New Orleans, La.)	Signs for L.T. Prince, Photographer (112 Canal) and Union Insurance Company (112 Canal) are visible. The Henry Clay statue stands in the left foreground.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410020v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2008-01-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/49	49	50.jpg	/LSU_MDP/image/50.jpg
	011 - St Charles Street from Gravier Street	S.T. Blessing, No. 24 Chartres Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;S.T. Blessing (Studio : New Orleans, La.);Blessing, Samuel T., 1832-1897, photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410011	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/50	50	51.cpd	/LSU_MDP/image/51.cpd
	012 - View on Common Street opposite Charity Hospital	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410012	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/51	51	52.cpd	/LSU_MDP/image/52.cpd
	013 - Canal Street looking east	W.D. McPherson, Photographer, 132 Canal Street, New Orleans Up stairs	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;W.D. McPherson (Studio : New Orleans, La.)	This studio imprint is a variant of that on the verso of 004.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410013	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/52	52	53.cpd	/LSU_MDP/image/53.cpd
	014 - Canal Street looking west	W.D. McPherson, Photographer, 132 Canal Street, New Orleans Up stairs	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;W.D. McPherson (Studio : New Orleans, La.)	Signs for D.H. Holmes, dry goods (155 Canal), James Ryback, importer and dealer in fancy good (149 Canal), J.A. daRocha & Co. (147 Canal), and Mrs. Charles Brown, dress and cloak maker (145 Canal)  are visible.<br><br>The studio stamp on this image is a variant of that on the verso of 004.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410014	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/53	53	54.cpd	/LSU_MDP/image/54.cpd
	015 - Canal Street, Mardi Gras day	McPherson & Oliver, Photographers, No. 132 Canal Street, Upstairs	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	Signs for S.N. Moody, shirts and gentlemen's furnishings (253 Canal, corner of Royal), E.A. Tyler, watches and jewelry (115 Canal), James Martin, photograph gallery (no address available), and C.V. Lagay, men's furnishing goods (107 Canal), may be seen.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410015	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/54	54	55.cpd	/LSU_MDP/image/55.cpd
	016 - Canal Street, 4th March [1865]	McPherson & Oliver, Photographers, No. 132 Canal Street, Upstairs	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	This image taken from the same vantage point as 3241015. Signs for S.N. Moody, shirts and gentlemen's furnishings (253 Canal, corner of Royal), E.A. Tyler, watches and jewelry (115 Canal), James Martin, photograph gallery (no address available), and C.V. Lagay, men's furnishing goods (107 Canal), may be seen,	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410016	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/55	55	56.cpd	/LSU_MDP/image/56.cpd
	017 - Canal Street from Rampart Street	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410017	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/56	56	57.cpd	/LSU_MDP/image/57.cpd
	018 - Statue of Henry Clay at the intersection of Canal, St Charles, and Royal Streets	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Statues--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410018	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/57	57	58.cpd	/LSU_MDP/image/58.cpd
	019 - City Hall, St Charles Street from Girot.	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	City Hall, now called Gallier Hall (545 St Charles Street). Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410019	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/58	58	59.cpd	/LSU_MDP/image/59.cpd
	020 - St Charles Street from Canal	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Statues--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer; W.D. McPherson (Studio : New Orleans, La.);	Signs for L.T. Prince, Photographer (112 Canal) and Union Insurance Company (112 Canal) are visible. The Henry Clay statue stands in the left foreground.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410020	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/59	59	60.cpd	/LSU_MDP/image/60.cpd
	021 - The Presbytere, St Louis Cathedral, and the Cabildo on Jackson Square	S.T. Blessing, No. 24 Chartres Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Presbytère (New Orleans, La.)--Photographs;Cabildo (New Orleans, La.)--Photographs;New Orleans (La.)--Photographs;S.T. Blessing (Studio : New Orleans, La.)	Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410021r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/60	60	61.jpg	/LSU_MDP/image/61.jpg
	021 - The Presbytere, St Louis Cathedral, and the Cabildo on Jackson Square	S.T. Blessing, No. 24 Chartres Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Presbytère (New Orleans, La.)--Photographs;Cabildo (New Orleans, La.)--Photographs;New Orleans (La.)--Photographs; S.T. Blessing (Studio : New Orleans, La.);	Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410021v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/61	61	62.jpg	/LSU_MDP/image/62.jpg
	022 - Statue of Andrew Jackson and St Louis Cathedral	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;St. Louis Cathedral (New Orleans, La.);Statues--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410022r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/62	62	63.jpg	/LSU_MDP/image/63.jpg
	022 - Statue of Andrew Jackson and St Louis Cathedral	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;St. Louis Cathedral (New Orleans, La.);Statues--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410022v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/63	63	64.jpg	/LSU_MDP/image/64.jpg
	023 - Jackson Square - bird's eye view	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		Urban landscapes--Louisiana--New Orleans--Photographs;United States--History--Civil War, 1861-1865--Photographs;Parks--New Orleans (La.)--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands in the Cabildo looking at a diagonal across Jackson Square toward the river. Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410023r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/64	64	65.jpg	/LSU_MDP/image/65.jpg
