Title	Photographer	Date	Physical Description	Notes	Type	Subjects	Coverage	Series	Sub-series	Digital Collection	Repository	Repository Collection Guide	Call Number/ Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item Number	Item URL	Collection URL	Cataloged Date / Cataloger Initials	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Second New Orleans District, Corps of Engineers, U.S. Army, Wooden revetment at Hayes Canal, Mississippi River, 1939 January 12.	Barth, William, 1898-1982, photographer.	1939-01-12	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment at Hayes Canal under contract to Eugene deArmas, contract no.W1096-eng.-6127. View downstream showing completed revetment and finished levee. Station 2080.&lt;br&gt;&lt;br&gt;"No.2618."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1027, Station 2080	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5007	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/62	62	63.jp2	/p16313coll58/image/63.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Wooden revetment at Hayes Canal, Mississippi River, 1939 January 12.	Barth, William, 1898-1982, photographer.	1939-01-12	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment at Hayes Canal under contract to Eugene deArmas, contract no.W1096-eng.-6127. Method used in driving support timbers.&lt;br&gt;&lt;br&gt;"No.2619."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1027.5	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5008	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/63	63	64.jp2	/p16313coll58/image/64.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Wooden revetment at Hayes Canal, Mississippi River, 1939 January 12.	Barth, William, 1898-1982, photographer.	1939-01-12	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment at Hayes Canal under contract to Eugene deArmas, contract no.W1096-eng.-6127. Ditch at base of levee showing timber support in place.&lt;br&gt;&lt;br&gt;"No.2620."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1027.5	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5009	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/64	64	65.jp2	/p16313coll58/image/65.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Wooden revetment at Hayes Canal, Mississippi River, 1939 January 12.	Barth, William, 1898-1982, photographer.	1939-01-12	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment at Hayes Canal under contract to Eugene deArmas, contract no.W1096-eng.-6127. View upstream showing revetment under construction.&lt;br&gt;&lt;br&gt;"No.2621."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1027.5	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5010	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/65	65	66.jp2	/p16313coll58/image/66.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Articulated concrete mattress, Grand Bay Revetment, Mississippi River, 1939 October 27.	Barth, William, 1898-1982, photographer.	1939-10-27	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Articulated concrete mattress laid during July 1934 with government plant and hired labor.&lt;br&gt;&lt;br&gt;"No.3113."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-815.8, Section 12, vicinity station 132	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5003	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/66	66	67.jp2	/p16313coll58/image/67.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Wooden revetment, Buras Levee, Mississippi River, 1939 January 12.	Barth, William, 1898-1982, photographer.	1939-01-12	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment, Buras Levee, under contract to Eugene deArmas, contract no.W1096-eng.-6127. View upstream from station 2995. Revetment under construction.&lt;br&gt;&lt;br&gt;"No.2625."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1044.5, Station 2995	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5011	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/67	67	68.jp2	/p16313coll58/image/68.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Buras Levee, Mississippi River, 1939 January 12.	Barth, William, 1898-1982, photographer.	1939-01-12	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Buras Levee, first lift, under contract to V. E. Emanuel, contract no.W1096-eng.-6067. View downstream from station 2995. First lift completed December 21, 1938.&lt;br&gt;&lt;br&gt;"No.2626."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1044.5, Station 2995	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5012	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/68	68	69.jp2	/p16313coll58/image/69.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Wooden Revetment, Buras Levee, Mississippi River, 1939 January 12.	Barth, William, 1898-1982, photographer.	1939-01-12	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment, Buras Levee, under contract to Eugene deArmas, contract no.W1096-eng.-6127. Close up view of "Deadman", showing method of anchoring braces.&lt;br&gt;&lt;br&gt;"No.2627."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1044.5	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5013	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/69	69	70.jp2	/p16313coll58/image/70.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Wooden Revetment, Hayes Canal, Mississippi River, 1939 February 16.	Barth, William, 1898-1982, photographer.	1939-02-16	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment, Hayes Canal, under contract to Eugene deArmas, contract no.W1096-eng.-6127. View downstream from vicinity station 2100, showing wave action. River stage 11.0 on Carrollton gage. Strong east wind.&lt;br&gt;&lt;br&gt;"No.2673."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1027.5, vicinity station 2100	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5014	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/70	70	71.jp2	/p16313coll58/image/71.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Dragline dressing landside slope, Hayes Canal Levee, Mississippi River, 1939 February 16.	Barth, William, 1898-1982, photographer.	1939-02-16	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Dragline dressing landside slope, Hayes Canal Levee, and depositing material behind wooden revetment. Work performed with rented plant, order no.96134.&lt;br&gt;&lt;br&gt;"No.2675."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Station 2100	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5015	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/71	71	72.jp2	/p16313coll58/image/72.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, Dragline dressing landside slope, Hayes Canal Levee, Mississippi River, 1939 February 16.	Barth, William, 1898-1982, photographer.	1939-02-16	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Dragline dressing landside slope, Hayes Canal Levee, and depositing material behind wooden revetment. Work performed with rented plant, order no.96134.&lt;br&gt;&lt;br&gt;"No.2676."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Station 2100	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5016	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/72	72	73.jp2	/p16313coll58/image/73.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, wooden revetment, Hayes Canal Levee, Mississippi River, 1939 February 16.	Barth, William, 1898-1982, photographer.	1939-02-16	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment, Hayes Canal Levee, under contract to Eugene deArmas, contract no.W1096-eng.-6127. View showing setting of planks prior to driving.&lt;br&gt;&lt;br&gt;"No.2679."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1027.5	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5017	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/73	73	74.jp2	/p16313coll58/image/74.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, wooden revetment, Hayes Canal Levee, Mississippi River, 1939 February 16.	Barth, William, 1898-1982, photographer.	1939-02-16	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment, Hayes Canal Levee, under contract to Eugene deArmas, contract no.W1096-eng.-6127. View showing method used to drive planking.&lt;br&gt;&lt;br&gt;"No.2678."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1027.5	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5018	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-06 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/74	74	75.jp2	/p16313coll58/image/75.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, wooden revetment, Schoenberger Levee, Mississippi River, 1939 February 16.	Barth, William, 1898-1982, photographer.	1939-02-16	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment, Schoenberger Levee, under contract to Eugene deArmas, contract no.W1096-eng.-6127. View upstream from station 3194 showing alignment of posts.&lt;br&gt;&lt;br&gt;"No.2677."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1048, vicinity station 3194	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5019	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-07 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/75	75	76.jp2	/p16313coll58/image/76.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, wooden revetment, Borges Levee, Mississippi River, 1939 February 16.	Barth, William, 1898-1982, photographer.	1939-02-16	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment, Borges Levee, under contract to Eugene deArmas, contract no.W1096-eng.-6127. Method used for driving planks.&lt;br&gt;&lt;br&gt;"No.2680."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1043.5	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5020	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-07 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/76	76	77.jp2	/p16313coll58/image/77.jp2
Second New Orleans District, Corps of Engineers, U.S. Army, wooden revetment, Borges Levee, Mississippi River, 1939 February 16.	Barth, William, 1898-1982, photographer.	1939-02-16	Photograph : black and white.	Caption title. &lt;br&gt;&lt;br&gt; Wooden revetment, Borges Levee, under contract to Eugene deArmas, contract no.W1096-eng.-6127. Close-up driving planks.&lt;br&gt;&lt;br&gt;"No.2681."	Still Image	Levees--Mississippi River--Photographs.; Revetment--Mississippi River--Photographs.	Mile R-1043.5	I. Engineering and Levee Revetment documents, ca. 1925-1959	I. Photographs of levee work, ca. 1928-1945	William Barth Photographs of Mississippi River and Atchafalaya River operations	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/4421.pdf	E: 109-111 box 5	William Barth Papers, Mss. 4421, Louisiana and Lower Mississippi Valley Collections, LSU Libraries.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.   Mention the “Item number” or “Item URL” in your request.   (use for graphic  materials, manuscripts, and printed items)	JPEG2000	Digitized with an Epson Expression 11000XL.	EP4421b5021	See 'reference url' on the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll58	2014-05-07 / mcm		2014-07-03	2014-08-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll58/id/77	77	78.jp2	/p16313coll58/image/78.jp2
